payload,label,length,special_chars,keywords
/dashboard?id=148,0,17,0,0
/contact?category=tech108,0,25,0,0
/about?category=tech455,0,23,0,0
/api/users?sort=asc268,0,22,0,0
/dashboard?category=tech298,0,27,0,0
/index.html?sort=asc303,0,23,0,0
/../../../../etc/passwd,1,23,0,0
/../../../windows/system32/cmd.exe,1,34,0,0
/api/users?page=2909,0,20,0,0
/products/item?page=2751,0,24,0,0
/checkout,0,9,0,0
/onload=prompt(1),1,17,2,0
/checkout?search=../../../windows/system32/cmd.exe,1,50,0,0
/api/users?page=2584,0,20,0,0
/index.html?id=1968,0,19,0,0
/api/users?page=2888,0,20,0,0
/dashboard?id=1711,0,18,0,0
/login?user=urmit184,0,20,0,0
/checkout?sort=asc346,0,21,0,0
/contact,0,8,0,0
/login,0,6,0,0
/login?page=2832,0,16,0,0
/'; EXEC xp_cmdshell('dir');--,1,30,7,1
/api/users,0,10,0,0
/contact?user=urmit225,0,22,0,0
/api/users?page=2815,0,20,0,0
/api/users?page=2794,0,20,0,0
"/UNION SELECT username, password FROM users",1,43,0,2
/dashboard,0,10,0,0
/login?page=2191,0,16,0,0
/login?page=2714,0,16,0,0
/about?user=urmit522,0,20,0,0
/dashboard?category=tech47,0,26,0,0
/products/item,0,14,0,0
/about?user=urmit416,0,20,0,0
/checkout?sort=asc521,0,21,0,0
/checkout?page=2660,0,19,0,0
/login?sort=asc243,0,18,0,0
/login?category=tech77,0,22,0,0
/contact?id=1266,0,16,0,0
/?id=1; DROP TABLE users,1,24,1,1
/products/item?category=tech380,0,31,0,0
/about?page=2104,0,16,0,0
/checkout?category=tech462,0,26,0,0
/checkout?page=2733,0,19,0,0
/dashboard?user=urmit942,0,24,0,0
/index.html,0,11,0,0
/<script>alert(document.cookie)</script>,1,40,6,3
/contact?page=2372,0,18,0,0
/products/item?user=urmit360,0,28,0,0
/index.html?sort=asc534,0,23,0,0
/javascript:eval('var a=1'),1,27,4,1
/dashboard?sort=asc75,0,21,0,0
/products/item?category=tech101,0,31,0,0
/login?category=tech954,0,23,0,0
/index.html?sort=asc769,0,23,0,0
/contact?sort=asc250,0,20,0,0
/contact?page=2997,0,18,0,0
/dashboard,0,10,0,0
/api/users,0,10,0,0
/login?search=admin' --,1,23,1,0
/<script>alert(document.cookie)</script>,1,40,6,3
/checkout?id=1626,0,17,0,0
/login?page=2614,0,16,0,0
/index.html?id=1140,0,19,0,0
/index.html?sort=asc663,0,23,0,0
/api/users?id=1345,0,18,0,0
/products/item?sort=asc606,0,26,0,0
/login?sort=asc529,0,18,0,0
/checkout?sort=asc499,0,21,0,0
/dashboard?category=tech508,0,27,0,0
/checkout?user=urmit785,0,23,0,0
/login?sort=asc573,0,18,0,0
/contact?sort=asc771,0,20,0,0
/products/item?page=2665,0,24,0,0
/contact?user=urmit995,0,22,0,0
/api/users,0,10,0,0
/contact?user=urmit555,0,22,0,0
/' OR '1'='1,1,12,4,0
/index.html?user=urmit213,0,25,0,0
/about?user=urmit451,0,20,0,0
/checkout?page=2940,0,19,0,0
/api/users?sort=asc575,0,22,0,0
/../../../windows/system32/cmd.exe,1,34,0,0
/<script>alert(document.cookie)</script>,1,40,6,3
/about,0,6,0,0
/dashboard?id=140,0,17,0,0
/index.html?user=urmit347,0,25,0,0
/index.html?category=tech464,0,28,0,0
/index.html,0,11,0,0
/checkout?sort=asc427,0,21,0,0
/about?id=1882,0,14,0,0
/products/item?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,61,9,3
/api/users?id=1199,0,18,0,0
/login,0,6,0,0
/login?sort=asc423,0,18,0,0
/api/users?sort=asc222,0,22,0,0
/contact?search=admin' --,1,25,1,0
/products/item?search=onload=prompt(1),1,38,2,0
/checkout?id=1775,0,17,0,0
/products/item?search=admin' --,1,31,1,0
/checkout,0,9,0,0
/checkout,0,9,0,0
/dashboard?search=onload=prompt(1),1,34,2,0
/api/users?sort=asc428,0,22,0,0
/../../../../etc/passwd,1,23,0,0
/login,0,6,0,0
/?id=1; DROP TABLE users,1,24,1,1
/about?sort=asc23,0,17,0,0
/contact,0,8,0,0
/login,0,6,0,0
/dashboard?id=1142,0,18,0,0
/checkout,0,9,0,0
/index.html?category=tech725,0,28,0,0
/api/users?search=admin' --,1,27,1,0
/login?page=2366,0,16,0,0
/checkout?user=urmit7,0,21,0,0
/index.html?category=tech816,0,28,0,0
/api/users?category=tech948,0,27,0,0
/../../../windows/system32/cmd.exe,1,34,0,0
"/checkout?search="" OR 1=1 --",1,28,1,0
/checkout,0,9,0,0
/dashboard,0,10,0,0
/contact?sort=asc448,0,20,0,0
/contact?sort=asc90,0,19,0,0
/about?sort=asc104,0,18,0,0
/login?category=tech486,0,23,0,0
/about?category=tech582,0,23,0,0
/login?id=1271,0,14,0,0
/api/users?id=1956,0,18,0,0
/api/users?id=1935,0,18,0,0
/index.html?page=2854,0,21,0,0
/checkout?id=1835,0,17,0,0
/api/users?user=urmit950,0,24,0,0
/api/users?page=2778,0,20,0,0
/index.html?user=urmit311,0,25,0,0
/javascript:eval('var a=1'),1,27,4,1
/login?id=1664,0,14,0,0
/dashboard?page=2838,0,20,0,0
/about?user=urmit740,0,20,0,0
/about?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,53,9,3
/index.html?user=urmit274,0,25,0,0
/login?page=233,0,15,0,0
/index.html?page=2809,0,21,0,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,40,9,3
/dashboard?id=196,0,17,0,0
/index.html,0,11,0,0
/index.html?page=2120,0,21,0,0
/api/users,0,10,0,0
/contact?category=tech719,0,25,0,0
/index.html?id=1282,0,19,0,0
/login?user=urmit660,0,20,0,0
/index.html?id=1685,0,19,0,0
/contact?sort=asc502,0,20,0,0
/products/item?category=tech719,0,31,0,0
/dashboard?id=1926,0,18,0,0
/about?page=2601,0,16,0,0
/login?id=1394,0,14,0,0
/../../../../etc/passwd,1,23,0,0
/api/users?id=132,0,17,0,0
/checkout,0,9,0,0
/index.html?category=tech457,0,28,0,0
/products/item?user=urmit444,0,28,0,0
/checkout?category=tech639,0,26,0,0
/checkout,0,9,0,0
"/login?search="" OR 1=1 --",1,25,1,0
/index.html?category=tech63,0,27,0,0
/checkout?id=1209,0,17,0,0
/api/users,0,10,0,0
/products/item?page=256,0,23,0,0
/index.html,0,11,0,0
/contact?user=urmit767,0,22,0,0
/javascript:eval('var a=1'),1,27,4,1
/index.html?sort=asc521,0,23,0,0
/dashboard?user=urmit968,0,24,0,0
/login?category=tech255,0,23,0,0
/dashboard?id=1827,0,18,0,0
/products/item?page=2179,0,24,0,0
/login?id=1708,0,14,0,0
/'; EXEC xp_cmdshell('dir');--,1,30,7,1
/api/users?user=urmit167,0,24,0,0
/login?category=tech750,0,23,0,0
/api/users,0,10,0,0
/login?id=1291,0,14,0,0
"/dashboard?search=UNION SELECT username, password FROM users",1,60,0,2
/checkout?id=151,0,16,0,0
/api/users?category=tech873,0,27,0,0
/about?sort=asc228,0,18,0,0
/products/item?category=tech264,0,31,0,0
/checkout,0,9,0,0
/login?sort=asc464,0,18,0,0
/contact?user=urmit271,0,22,0,0
/products/item?page=2698,0,24,0,0
/login?user=urmit897,0,20,0,0
/about,0,6,0,0
/login?user=urmit138,0,20,0,0
/contact?search=javascript:eval('var a=1'),1,42,4,1
/about?search='; EXEC xp_cmdshell('dir');--,1,43,7,1
/api/users?category=tech793,0,27,0,0
/javascript:eval('var a=1'),1,27,4,1
/products/item?category=tech894,0,31,0,0
/checkout?sort=asc104,0,21,0,0
/login?category=tech287,0,23,0,0
/api/users?category=tech894,0,27,0,0
/api/users?sort=asc369,0,22,0,0
/checkout?sort=asc108,0,21,0,0
/api/users?sort=asc389,0,22,0,0
/products/item?user=urmit438,0,28,0,0
/products/item,0,14,0,0
/api/users?sort=asc259,0,22,0,0
/about?page=2325,0,16,0,0
/about?category=tech714,0,23,0,0
/index.html?id=1501,0,19,0,0
/contact?user=urmit718,0,22,0,0
/<script>alert(document.cookie)</script>,1,40,6,3
/index.html?page=2694,0,21,0,0
/login?sort=asc734,0,18,0,0
/contact?user=urmit390,0,22,0,0
/about?id=11,0,12,0,0
/login?search=javascript:eval('var a=1'),1,40,4,1
/products/item,0,14,0,0
/contact?category=tech651,0,25,0,0
/login,0,6,0,0
/products/item?id=1888,0,22,0,0
/login,0,6,0,0
"/dashboard?search="" OR 1=1 --",1,29,1,0
/contact,0,8,0,0
/dashboard?search=admin' --,1,27,1,0
/login?category=tech278,0,23,0,0
/login?page=2457,0,16,0,0
/about?category=tech717,0,23,0,0
/checkout,0,9,0,0
/about,0,6,0,0
/'; EXEC xp_cmdshell('dir');--,1,30,7,1
/login?user=urmit570,0,20,0,0
/checkout?sort=asc884,0,21,0,0
/contact?id=1217,0,16,0,0
/index.html?id=1960,0,19,0,0
/dashboard,0,10,0,0
/api/users?sort=asc910,0,22,0,0
/api/users?id=1259,0,18,0,0
/contact?user=urmit540,0,22,0,0
/index.html?search=admin' --,1,28,1,0
/products/item?category=tech891,0,31,0,0
/api/users?category=tech423,0,27,0,0
/index.html?page=2201,0,21,0,0
/'; EXEC xp_cmdshell('dir');--,1,30,7,1
/api/users?page=2262,0,20,0,0
/index.html?category=tech965,0,28,0,0
/contact?search=onload=prompt(1),1,32,2,0
/checkout,0,9,0,0
/contact?search=javascript:eval('var a=1'),1,42,4,1
/contact,0,8,0,0
/contact?user=urmit519,0,22,0,0
"/UNION SELECT username, password FROM users",1,43,0,2
/index.html?user=urmit353,0,25,0,0
/about?search=../../../../etc/passwd,1,36,0,0
/checkout?sort=asc395,0,21,0,0
/index.html?category=tech881,0,28,0,0
/login?sort=asc866,0,18,0,0
/login?page=290,0,15,0,0
/login?search=<script>alert(document.cookie)</script>,1,53,6,3
/index.html?id=1995,0,19,0,0
/about,0,6,0,0
/api/users?category=tech412,0,27,0,0
/index.html?id=1379,0,19,0,0
/about?id=1981,0,14,0,0
/dashboard?user=urmit904,0,24,0,0
/checkout?user=urmit71,0,22,0,0
/contact?id=1245,0,16,0,0
/index.html?search=../../../../etc/passwd,1,41,0,0
/checkout?id=1882,0,17,0,0
/login?sort=asc269,0,18,0,0
/api/users?page=2502,0,20,0,0
/dashboard,0,10,0,0
/login?id=1446,0,14,0,0
/api/users?page=2270,0,20,0,0
"/products/item?search="" OR 1=1 --",1,33,1,0
/checkout?user=urmit39,0,22,0,0
/api/users?search=<script>alert(document.cookie)</script>,1,57,6,3
/?id=1; DROP TABLE users,1,24,1,1
/?id=1; DROP TABLE users,1,24,1,1
/products/item,0,14,0,0
/products/item?category=tech948,0,31,0,0
/checkout,0,9,0,0
/checkout?user=urmit696,0,23,0,0
/contact?sort=asc705,0,20,0,0
/about?id=1350,0,14,0,0
/api/users?user=urmit480,0,24,0,0
/dashboard?search=../../../windows/system32/cmd.exe,1,51,0,0
/products/item?sort=asc138,0,26,0,0
/dashboard?category=tech734,0,27,0,0
/index.html?sort=asc473,0,23,0,0
/api/users?search=javascript:eval('var a=1'),1,44,4,1
/dashboard,0,10,0,0
/dashboard?category=tech845,0,27,0,0
/../../../windows/system32/cmd.exe,1,34,0,0
/checkout?sort=asc34,0,20,0,0
/login?user=urmit417,0,20,0,0
/login?search=' OR '1'='1,1,25,4,0
/dashboard?user=urmit830,0,24,0,0
/products/item,0,14,0,0
/dashboard?search=<script>alert(document.cookie)</script>,1,57,6,3
/<script>alert(document.cookie)</script>,1,40,6,3
/index.html?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,58,9,3
/products/item?sort=asc830,0,26,0,0
/?id=1; DROP TABLE users,1,24,1,1
/index.html?search=javascript:eval('var a=1'),1,45,4,1
/products/item?id=1116,0,22,0,0
/api/users,0,10,0,0
"/checkout?search=UNION SELECT username, password FROM users",1,59,0,2
/dashboard?sort=asc545,0,22,0,0
/products/item?user=urmit547,0,28,0,0
/contact?user=urmit801,0,22,0,0
"/products/item?search="" OR 1=1 --",1,33,1,0
/contact?sort=asc85,0,19,0,0
/index.html?user=urmit451,0,25,0,0
/index.html?sort=asc745,0,23,0,0
/products/item,0,14,0,0
/login?user=urmit848,0,20,0,0
/api/users?id=1301,0,18,0,0
"/checkout?search="" OR 1=1 --",1,28,1,0
/contact?page=2465,0,18,0,0
"/"" OR 1=1 --",1,12,1,0
/api/users?user=urmit211,0,24,0,0
/dashboard?sort=asc902,0,22,0,0
/api/users?id=1598,0,18,0,0
/dashboard?id=164,0,17,0,0
/contact,0,8,0,0
/products/item?user=urmit543,0,28,0,0
/about?category=tech141,0,23,0,0
/products/item?sort=asc763,0,26,0,0
/index.html?id=1423,0,19,0,0
/api/users?id=1169,0,18,0,0
/contact?category=tech999,0,25,0,0
/index.html?sort=asc150,0,23,0,0
/dashboard?user=urmit501,0,24,0,0
/api/users?sort=asc9,0,20,0,0
/../../../windows/system32/cmd.exe,1,34,0,0
/index.html?category=tech935,0,28,0,0
/admin' --,1,10,1,0
/contact?id=1227,0,16,0,0
/checkout?category=tech356,0,26,0,0
/checkout,0,9,0,0
/about?search=onload=prompt(1),1,30,2,0
/products/item?category=tech109,0,31,0,0
/checkout?search='; EXEC xp_cmdshell('dir');--,1,46,7,1
/dashboard?user=urmit876,0,24,0,0
/about,0,6,0,0
/login,0,6,0,0
/products/item?category=tech711,0,31,0,0
/contact,0,8,0,0
/products/item?sort=asc337,0,26,0,0
/dashboard?sort=asc124,0,22,0,0
/api/users?page=2758,0,20,0,0
/index.html?page=2622,0,21,0,0
/checkout,0,9,0,0
/index.html,0,11,0,0
/api/users?sort=asc471,0,22,0,0
/dashboard?user=urmit472,0,24,0,0
/contact?category=tech475,0,25,0,0
/about?user=urmit391,0,20,0,0
/dashboard?search=javascript:eval('var a=1'),1,44,4,1
/contact?page=2989,0,18,0,0
/index.html?user=urmit346,0,25,0,0
/checkout?page=2701,0,19,0,0
/login?page=2573,0,16,0,0
/login?page=2196,0,16,0,0
/login?category=tech37,0,22,0,0
/contact?category=tech944,0,25,0,0
/<script>alert(document.cookie)</script>,1,40,6,3
/contact?category=tech170,0,25,0,0
/api/users?sort=asc627,0,22,0,0
/api/users?category=tech393,0,27,0,0
/javascript:eval('var a=1'),1,27,4,1
/products/item?id=138,0,21,0,0
/products/item?category=tech733,0,31,0,0
/checkout?category=tech607,0,26,0,0
/api/users,0,10,0,0
/about?category=tech980,0,23,0,0
/api/users,0,10,0,0
/products/item?category=tech381,0,31,0,0
/dashboard?id=1182,0,18,0,0
/products/item,0,14,0,0
/index.html?search=../../../windows/system32/cmd.exe,1,52,0,0
/products/item,0,14,0,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,40,9,3
/api/users?search='; EXEC xp_cmdshell('dir');--,1,47,7,1
/dashboard?search=<script>alert(document.cookie)</script>,1,57,6,3
/login,0,6,0,0
/about?id=1781,0,14,0,0
/contact?category=tech749,0,25,0,0
/../../../../etc/passwd,1,23,0,0
/checkout,0,9,0,0
/about?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,53,9,3
/dashboard?id=1314,0,18,0,0
/login?id=1953,0,14,0,0
/about?category=tech369,0,23,0,0
/api/users?id=1438,0,18,0,0
/dashboard?category=tech177,0,27,0,0
/index.html?sort=asc218,0,23,0,0
/checkout?page=2863,0,19,0,0
/'; EXEC xp_cmdshell('dir');--,1,30,7,1
/about,0,6,0,0
/dashboard?page=2795,0,20,0,0
/../../../../etc/passwd,1,23,0,0
/about?id=1767,0,14,0,0
"/"" OR 1=1 --",1,12,1,0
/login?sort=asc924,0,18,0,0
/about?sort=asc548,0,18,0,0
/index.html?id=1815,0,19,0,0
/products/item?id=1288,0,22,0,0
/api/users?id=1629,0,18,0,0
/login,0,6,0,0
/../../../../etc/passwd,1,23,0,0
/dashboard?id=1940,0,18,0,0
/checkout,0,9,0,0
/contact,0,8,0,0
/login?search=?id=1; DROP TABLE users,1,37,1,1
/products/item,0,14,0,0
/index.html?page=2434,0,21,0,0
/contact?category=tech452,0,25,0,0
/dashboard?user=urmit760,0,24,0,0
/login?search=' OR '1'='1,1,25,4,0
/index.html?search=?id=1; DROP TABLE users,1,42,1,1
/api/users?category=tech771,0,27,0,0
/about?page=2729,0,16,0,0
/login?sort=asc553,0,18,0,0
/dashboard,0,10,0,0
/../../../windows/system32/cmd.exe,1,34,0,0
/login?id=1447,0,14,0,0
/about?page=218,0,15,0,0
/api/users?category=tech841,0,27,0,0
/contact?id=1134,0,16,0,0
/products/item?search=' OR '1'='1,1,33,4,0
/contact?sort=asc723,0,20,0,0
/products/item?search=onload=prompt(1),1,38,2,0
/products/item?id=1531,0,22,0,0
/'; EXEC xp_cmdshell('dir');--,1,30,7,1
"/UNION SELECT username, password FROM users",1,43,0,2
/../../../../etc/passwd,1,23,0,0
"/UNION SELECT username, password FROM users",1,43,0,2
/checkout?id=1291,0,17,0,0
/dashboard,0,10,0,0
/contact?category=tech405,0,25,0,0
/contact?category=tech281,0,25,0,0
/api/users?id=1104,0,18,0,0
/checkout?user=urmit404,0,23,0,0
/api/users?category=tech980,0,27,0,0
"/"" OR 1=1 --",1,12,1,0
/products/item,0,14,0,0
/checkout?category=tech799,0,26,0,0
/dashboard?user=urmit689,0,24,0,0
/checkout?category=tech108,0,26,0,0
/checkout?user=urmit929,0,23,0,0
/checkout,0,9,0,0
/../../../windows/system32/cmd.exe,1,34,0,0
/dashboard?category=tech712,0,27,0,0
/index.html?user=urmit117,0,25,0,0
/dashboard,0,10,0,0
/api/users?search=onload=prompt(1),1,34,2,0
/products/item?id=1363,0,22,0,0
/api/users?search=' OR '1'='1,1,29,4,0
/login?category=tech565,0,23,0,0
/about?page=2117,0,16,0,0
/javascript:eval('var a=1'),1,27,4,1
/contact?sort=asc377,0,20,0,0
/dashboard?user=urmit710,0,24,0,0
/index.html?id=1211,0,19,0,0
/dashboard?id=1987,0,18,0,0
/api/users?sort=asc849,0,22,0,0
/login?user=urmit223,0,20,0,0
/dashboard?id=1524,0,18,0,0
/checkout?user=urmit454,0,23,0,0
/index.html?search=admin' --,1,28,1,0
/dashboard?user=urmit366,0,24,0,0
/login?category=tech465,0,23,0,0
/dashboard,0,10,0,0
/checkout?category=tech271,0,26,0,0
/login?page=2522,0,16,0,0
/index.html,0,11,0,0
/api/users?id=1997,0,18,0,0
/products/item?id=1215,0,22,0,0
/login?category=tech87,0,22,0,0
/login?page=2946,0,16,0,0
/contact,0,8,0,0
/about?category=tech278,0,23,0,0
/api/users?page=2103,0,20,0,0
/dashboard?search=onload=prompt(1),1,34,2,0
/about?page=210,0,15,0,0
/checkout,0,9,0,0
/dashboard?user=urmit387,0,24,0,0
/index.html?user=urmit192,0,25,0,0
/index.html?id=1906,0,19,0,0
/dashboard?sort=asc786,0,22,0,0
/api/users?category=tech652,0,27,0,0
/api/users?id=1569,0,18,0,0
/login?id=1453,0,14,0,0
/contact?user=urmit254,0,22,0,0
/products/item?sort=asc356,0,26,0,0
/dashboard?id=1847,0,18,0,0
/login?page=2417,0,16,0,0
/about?page=2743,0,16,0,0
/login,0,6,0,0
/products/item?user=urmit401,0,28,0,0
/dashboard?id=1772,0,18,0,0
/products/item?search=<script>alert(document.cookie)</script>,1,61,6,3
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,40,9,3
/dashboard?id=1451,0,18,0,0
/dashboard,0,10,0,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,40,9,3
/about?sort=asc679,0,18,0,0
/about?category=tech731,0,23,0,0
/products/item?category=tech348,0,31,0,0
/products/item?sort=asc62,0,25,0,0
/contact?user=urmit148,0,22,0,0
/api/users?user=urmit428,0,24,0,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,40,9,3
/contact?sort=asc403,0,20,0,0
/about?page=2907,0,16,0,0
/about?user=urmit749,0,20,0,0
/checkout,0,9,0,0
/login?page=2408,0,16,0,0
/about?category=tech544,0,23,0,0
/checkout?page=292,0,18,0,0
/login,0,6,0,0
/dashboard,0,10,0,0
/checkout?page=2851,0,19,0,0
/api/users?sort=asc243,0,22,0,0
/about?sort=asc728,0,18,0,0
/about?user=urmit647,0,20,0,0
/?id=1; DROP TABLE users,1,24,1,1
/dashboard?sort=asc463,0,22,0,0
/index.html?search=admin' --,1,28,1,0
/../../../windows/system32/cmd.exe,1,34,0,0
/contact?category=tech902,0,25,0,0
/checkout?user=urmit424,0,23,0,0
"/"" OR 1=1 --",1,12,1,0
/login?id=1732,0,14,0,0
/index.html?search='; EXEC xp_cmdshell('dir');--,1,48,7,1
/dashboard?category=tech890,0,27,0,0
/contact?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1,55,9,3
/contact?page=246,0,17,0,0
"/dashboard?search=UNION SELECT username, password FROM users",1,60,0,2
/../../../windows/system32/cmd.exe,1,34,0,0
/checkout?page=2365,0,19,0,0
/checkout?user=urmit972,0,23,0,0
/contact?user=urmit753,0,22,0,0
/index.html,0,11,0,0
/index.html?id=1373,0,19,0,0
/checkout?id=1890,0,17,0,0
/products/item?search=onload=prompt(1),1,38,2,0
/index.html?id=1141,0,19,0,0
/products/item?sort=asc338,0,26,0,0
/?id=1; DROP TABLE users,1,24,1,1
/api/users?search=?id=1; DROP TABLE users,1,41,1,1
/contact?user=urmit881,0,22,0,0
/checkout?sort=asc739,0,21,0,0
/contact?page=2437,0,18,0,0
/../../../windows/system32/cmd.exe,1,34,0,0
/index.html?id=1355,0,19,0,0
/api/users?sort=asc256,0,22,0,0
/products/item?id=1369,0,22,0,0
/about?category=tech868,0,23,0,0
/dashboard?page=2640,0,20,0,0
/products/item?sort=asc528,0,26,0,0
/index.html?page=2925,0,21,0,0
/dashboard,0,10,0,0
/about?user=urmit834,0,20,0,0
/dashboard?category=tech683,0,27,0,0
/products/item?user=urmit677,0,28,0,0
/dashboard?user=urmit464,0,24,0,0
